LOG_ITEM_ID,ITEM_KEY,TIME_LOG_CREATED_UTC,PAYLOAD
ab66821dae3781bd2a60f22b4496070e,9f8bd236cf455c9fa6a5fb11146b9368,2023-05-20 18:25:29.864 Z,"{
  ""brand_name"": null,
  ""item_category"": ""Toffee, Fudge & Nougat"",
  ""item_key"": ""9f8bd236cf455c9fa6a5fb11146b9368"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Muh Muhs Original Sahne Toffee, 215 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Muh Muhs Original cream toffee, 215 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 2.21,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2020-09-22 04:34:56.480"",
  ""weight_in_grams"": 215
}"
51579d9fdb605cdfc772491e1d662c95,2894f60b88078fb5b58fbf8dab0dbc63,2023-10-03 22:54:34.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 1.62,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
51579d9fdb605cdfc772491e1d662c95,2894f60b88078fb5b58fbf8dab0dbc63,2023-10-03 22:54:34.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": -1.51,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
e2770dbd1313c5cf49aa6f62724d09f2,9f8bd236cf455c9fa6a5fb11146b9368,2023-03-07 22:42:45.864 Z,"{
  ""brand_name"": null,
  ""item_category"": ""Toffee, Fudge & Nougat"",
  ""item_key"": ""9f8bd236cf455c9fa6a5fb11146b9368"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Muh Muhs Original Sahne Toffee, 215 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Muh Muhs Original cream toffee, 215 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 2.17,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2020-09-22 04:34:56.480"",
  ""weight_in_grams"": 215
}"
78f094a82813c3560984a0cdcf6d82f8,2894f60b88078fb5b58fbf8dab0dbc63,2023-09-08 10:33:14.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 1.57,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
78f094a82813c3560984a0cdcf6d82f8,2894f60b88078fb5b58fbf8dab0dbc63,2023-09-08 10:33:14.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": -1.56,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
733636ce4221ae1e1c9162aed365f94d,9f8bd236cf455c9fa6a5fb11146b9368,2022-12-24 02:00:01.864 Z,"{
  ""brand_name"": null,
  ""item_category"": ""Toffee, Fudge & Nougat"",
  ""item_key"": ""9f8bd236cf455c9fa6a5fb11146b9368"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Muh Muhs Original Sahne Toffee, 215 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Muh Muhs Original cream toffee, 215 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 2.24,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2020-09-22 04:34:56.480"",
  ""weight_in_grams"": 215
}"
fca679c96c1d20316510d5843ccb3a7e,2894f60b88078fb5b58fbf8dab0dbc63,2023-08-14 03:11:54.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 1.5,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
fca679c96c1d20316510d5843ccb3a7e,2894f60b88078fb5b58fbf8dab0dbc63,2023-08-14 03:11:54.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": -1.63,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
70a2f2ca1e66251c9669cb025565881d,2894f60b88078fb5b58fbf8dab0dbc63,2023-07-19 07:50:34.081 Z,"{
  ""brand_name"": ""Ferrero"",
  ""item_category"": ""Chocolate & Sweet Spreads"",
  ""item_key"": ""2894f60b88078fb5b58fbf8dab0dbc63"",
  ""name"": [
    {
      ""lang"": ""de"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    },
    {
      ""lang"": ""en"",
      ""value"": ""Ferrero Nutella & Go, 52 g""
    }
  ],
  ""number_of_units"": 1,
  ""price_attributes"": [
    {
      ""currency"": "" EUR"",
      ""product_base_price"": 1.49,
      ""vat_rate_in_percent"": 19
    }
  ],
  ""time_item_created_in_source_utc"": ""2019-12-26 13:17:32.901"",
  ""weight_in_grams"": 52
}"
